web-scraper-order,web-scraper-start-url,newsselector,newsselector-href,title,description,images-src,topic
"1728749890-514","https://www.thedailystar.net/sports","Injury worries for Australia after thumping win against Pakistan","https://www.thedailystar.net/sports/cricket/news/injury-worries-australia-after-thumping-win-against-pakistan-3725561","","","","Cricket"
"1728749894-515","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","‘In Australia, Mayank will touch 160kph’","","",""
"1728749894-516","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","Delhi coach Davendra Sharma has wrought many gems. Mayank Yadav, the quick who drew attention hitting 156kph-plus in the last IPL, is the latest to come through the Delhi club where Davendra coaches. The veteran coach spoke to The Daily Star's Abdullah Al Mehdi on the secret of Mayank's pace, the young speedster's idols and the club he grew up in during an exclusive interview. The excerpts are as follows:","",""
"1728749894-517","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","The Daily Star (DS): Mayank Yadav hasn't bowled at 150kph yet in this series. Was it due to a workload management plan?","",""
"1728749894-518","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","Sharma: He did reach close to 150kph this series, but he had bowled at 156.7kph in the IPL. Mayank has natural speed. As a coach I feel that Indian wickets are not very fast but when he goes to Australia he will touch 160kph.","",""
"1728749894-519","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","When he first came to me, he was 14 years old. He looked pretty weak but when he bowled, he showed that he was very quick off the pitch. So he was continued and given admission and played U-14, U-16 and did well for the club.","",""
"1728749894-520","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","He used to bowl at the legs when he was young. To become a good bowler, you need to have rhythm, action and follow-through. We worked on those and you can see now how good his rhythm is and how steady his action is along with great seam position.","",""
"1728749894-521","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","DS: What do you think is the secret to his speed?","",""
"1728749894-522","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","Sharma: It's god-gifted. You see his rhythm, his height and the height his hands come from. When the ball comes from seven feet height and lands on the seam, it goes higher than the batsman's chest. That's extra bounce at pace.","",""
"1728749894-523","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","DS: What kind of problems did he create for batters early on?","",""
"1728749894-524","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","Sharma: Even before they could have a backlift, it used to hit their pads. Incoming deliveries would hit the handle and if they managed backlift, by then off-stump would cartwheel. It was about beating them with speed.","",""
"1728749894-525","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","DS: He has a rapid wrist action with a jerk that comes at the end. Something like Brett Lee or Jasprit Bumrah?","",""
"1728749894-526","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","Sharma: Yes, you are completely right. It takes a hit during that release. Yes, it's close to Brett Lee and Daly Steyn and he used to particularly like Dale Steyn. It's also true that it's like Bumrah a bit. He has bowled a lot to adopt those details.","",""
"1728749894-527","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","DS: Does he speak to Bumrah?","",""
"1728749894-528","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","Sharma: Yes, he talks to him when both are in the Indian team. The Indian team is such that they help each other a lot.","",""
"1728749894-529","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","DS: Do you feel he would come to the red-ball format one day?","",""
"1728749894-530","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","Sharma: Yes, definitely, he used to play just red-ball before in Ranji Trophy. But he has been taken off red-ball for now since there you have to bowl really long spells. After he finds footing in white-ball, he would come to red-ball. He has been coming to the club to bowl for the last month with me. He was taking preparations for Bangladesh series.","",""
"1728749894-531","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","DS: Can you help us understand the club you work at?","",""
"1728749894-532","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","Sharma: Our club is 50 years old and from Delhi, named Sonnet Cricket Club. I have spent 36 years myself at the club. I played Ranji Trophy for five years as a wicketkeeper-batter for Delhi. I have a century together with Virendar Sehwag in a Ranji game against Maharashtra.","",""
"1728749894-533","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","Our club is very good and before Mayank, the club had produced 13 international players. Rishabh Pant was also there. The club's motto is based on three Ds: determination, dedication and discipline.","",""
"1728749894-534","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","","",""
"1728749894-535","https://www.thedailystar.net/sports","‘In Australia, Mayank will touch 160kph’","https://www.thedailystar.net/sports/cricket/news/australia-mayank-will-touch-160kph-3725421","","","","Cricket"
"1728749897-536","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","","",""
"1728749897-537","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","The qualification scenario for the semifinals of the ICC Women's T20 World Cup 2024 is becoming clearer by the day, although no team is yet certain of a spot in the final four.","",""
"1728749897-538","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Australia's nine-wicket win over Pakistan at the Women's T20 World Cup on Friday put them on the brink of qualification, and their beaten opponents aren't completely out of the running yet either. Meanwhile, Bangladesh would need more than a miracle to make it into semis.","",""
"1728749897-539","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Here's how the two groups are shaping up, with some big matches on the horizon.","",""
"1728749897-540","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Australia (6 points | +2.786 NRR)","",""
"1728749897-541","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Alyssa Healy's side are favourites to win the tournament, but will be sweating on the fitness of their captain, who limped off in the win over Pakistan.","",""
"1728749897-542","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","The six-time champions are three from three and all-but confirmed of a semi-final spot, with a significant swing required to deny Australia a top-two finish.","",""
"1728749897-543","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","For that to happen they would need to lose extremely heavily to India while New Zealand must also win their two remaining matches by an extremely large combined margin to leapfrog them on NRR.","",""
"1728749897-544","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-545","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","India (4 points | +0.576 NRR)","",""
"1728749897-546","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","India's hammering of Sri Lanka has given them a big chance of reaching the semi-finals even after their disappointing opening loss to New Zealand.","",""
"1728749897-547","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","The huge net run rate boost that Harmanpreet Kaur's side gained in their win on Wednesday means that they may not need to beat Australia in their final group fixture, depending on results elsewhere.","",""
"1728749897-548","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","But even if they do need a win over the defending champions, it is now highly unlikely to be by a significant margin, as had looked possible prior to their trouncing of Sri Lanka in Dubai.","",""
"1728749897-549","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-550","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","New Zealand (2 points | -0.050 NRR)","",""
"1728749897-551","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","The White Ferns have gone from boom to bust in their opening two matches, delivering a statement performance to beat India in their opening game, before slipping to a demoralising loss against Australia.","",""
"1728749897-552","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","The 60-run margin of defeat against their neighbours saw New Zealand undo their net run rate advantage, but they remain firmly in contention to qualify for the knockout stage, with matches against Sri Lanka and Pakistan still to come.","",""
"1728749897-553","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-554","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Pakistan (2 points | -0.488 NRR)","",""
"1728749897-555","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Pakistan's opening-day win over Sri Lanka blew this group wide open, but their tournament has struggled to live up to those heady heights since.","",""
"1728749897-556","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","It is still possible that they can qualify, but they must hope that Australia beat India on Sunday and then they themselves must beat New Zealand in their final group game by enough of a margin to end the group with a higher net run rate than any of the teams tied on four points - a very difficult but not insurmountable task as things currently stand.","",""
"1728749897-557","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-558","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Sri Lanka (0 points | -2.564 NRR)","",""
"1728749897-559","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Sri Lanka were one of the form teams coming into this tournament and had enjoyed victories against a host of higher-ranked nations in the last 18 months.","",""
"1728749897-560","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","And so the failure to compete in Group A will be hugely frustrating for Chamari Athapaththu and her side.","",""
"1728749897-561","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Confidence was in short supply in Wednesday's third defeat to India, a result that means Sri Lanka are unable to make it out of the group, and they will round off their campaign against New Zealand on Saturday.","",""
"1728749897-562","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-563","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Remaining fixtures in Group A

New Zealand v Sri Lanka – Saturday 12 October (4:00pm Bangladesh time), Sharjah Cricket Stadium","",""
"1728749897-564","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","India v Australia – Sunday 13 October (8:00pm Bangladesh time), Sharjah Cricket Stadium","",""
"1728749897-565","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Pakistan v New Zealand – Monday 14 October (8:00pm Bangladesh time), Dubai International Cricket Stadium","",""
"1728749897-566","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-567","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","West Indies (4 points | +1.708 NRR)","",""
"1728749897-568","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","The West Indies are a dangerous proposition when they click with the bat, and have the top-order power to take down the best in the world.","",""
"1728749897-569","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Defeat to South Africa in their opening match was a huge setback for their qualification hopes, and yet the power game of Hayley Matthews' side has seen them blast back into contention with two mammoth wins over Scotland and Bangladesh.","",""
"1728749897-570","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","England await in their last group match – a fixture that closes Group B – and West Indies will know precisely what they need before a ball is bowled. It is yet possible that they could even progress with a defeat against the English, should Bangladesh beat South Africa, such is the superiority of their NRR.","",""
"1728749897-571","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-572","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","South Africa (4 points | +1.527)","",""
"1728749897-573","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","South Africa's crushing win over Scotland gives them a huge boost in search of a qualifying spot for the semi-finals.","",""
"1728749897-574","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","The margin of that victory means the Proteas have the best NRR in the group, and leaves them in a strong position despite the loss to England.","",""
"1728749897-575","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","A win over Bangladesh in their final game may well be enough, barring further dramatic NRR swings.","",""
"1728749897-576","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-577","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","England (4 points | +0.653 NRR)","",""
"1728749897-578","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","England are in control of Group B after starting their campaign with two wins, including victory over South Africa in a rematch of the 2023 semi-final.","",""
"1728749897-579","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Heather Knight's side will be confident of qualifying from this position and one more win could be enough.","",""
"1728749897-580","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-581","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Bangladesh (2 points | -0.835 NRR)","",""
"1728749897-582","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Bangladesh ended a decade-long wait for a win at an ICC Women's T20 World Cup in the tournament opener against Scotland.","",""
"1728749897-583","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","But that result feels a long time ago after two straight losses, including a heavy defeat to West Indies that will likely be terminal to the Tigresses hopes of qualifying for the semi-finals.","",""
"1728749897-584","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Such is their net run rate disadvantage in the group that even an enormous margin of victory against South Africa – a team they have beaten just twice in 14 total meetings – could be insufficient.","",""
"1728749897-585","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-586","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Scotland (0 points | -2.671 NRR) - Unable to qualify","",""
"1728749897-587","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Scotland are making their first-ever appearance at an ICC Women's T20 World Cup and have showed flashes of quality in their three defeats.","",""
"1728749897-588","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","But zero points with one game remaining means that Scotland are already guaranteed to end their campaign at the group stage, even if they were to pull off a huge upset and beat England in their fourth and final match.","",""
"1728749897-589","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","",""
"1728749897-590","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Remaining fixtures in Group B","",""
"1728749897-591","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","Bangladesh v South Africa – Saturday 12 October (8:00pm Bangladesh time), Dubai International Cricket Stadium","",""
"1728749897-592","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","England v Scotland – Sunday 13 October (4:00pm Bangladesh time), Sharjah Cricket Stadium","",""
"1728749897-593","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","England v West Indies – Tuesday 15 October (8:00pm Bangladesh time), Dubai International Cricket Stadium","",""
"1728749897-594","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","https://tds-images.thedailystar.net/sites/default/files/styles/big_202/public/images/2024/10/12/bd-aus_women.jpg",""
"1728749897-595","https://www.thedailystar.net/sports","Women's T20 WC: Australia all but confirm semi spot but Tigresses need big miracle","https://www.thedailystar.net/sports/cricket/news/womens-t20-wc-australia-all-confirm-semi-spot-tigresses-need-big-miracle-3725761","","","","Cricket"
"1728749900-596","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","India series always attritional, says Australia captain Cummins","","",""
"1728749900-597","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","Australia captain Pat Cummins is expecting the upcoming series against India to be a survival of fittest as his team look to avenge consecutive losses on home soil when the two nations go head-to-head over five Tests from late November.","",""
"1728749900-598","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","The latest series begins in Perth on Nov. 22 with the Australians attempting to overturn defeats to the Indians in 2018-19 and 2020-21, when India edged a four-Test series 2-1 with a three-wicket win in the final clash in Brisbane.","",""
"1728749900-599","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","""The couple of home series I've played against India there's always an element of attrition to them,"" said Cummins. ""The last series came down to the last session at the Gabba on the last day of the last Test match.","",""
"1728749900-600","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","""That's a good thing to keep in mind. It is a long series, and it might be tightly held until the last game, so you've got to manage your resources throughout.""","",""
"1728749900-601","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","It is almost 10 years since the Australians last lifted the Border-Gavaskar Trophy and Cummins will go into the series well rested having missed his nation's recent white ball tour of England and Scotland.","",""
"1728749900-602","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","The Australians will be without fast bowler Cameron Green due to back surgery and Cummins, who had injury issues earlier in his career, is backing the 25-year-old to return to the team in the future.","",""
"1728749900-603","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","""We want him bowling, Cam wants to be bowling, and he has a long career ahead of him,"" said Cummins.","",""
