web-scraper-order,web-scraper-start-url,news_item,news_item-href,title,description,images-src,topic,date
"1728756052-115","https://mzamin.com/category.php?cat=4","৩৯ বছর বয়সেও রোনালদো চনমনে, যা বলছেন লেভানডোভস্কি","https://mzamin.com/news.php?news=130905","","","","",""
"1728756052-116","https://mzamin.com/category.php?cat=4","৩৯ বছর বয়সেও রোনালদো চনমনে, যা বলছেন লেভানডোভস্কি","https://mzamin.com/news.php?news=130905","","","uploads/news/main/130905_j.webp","",""
"1728756052-117","https://mzamin.com/category.php?cat=4","৩৯ বছর বয়সেও রোনালদো চনমনে, যা বলছেন লেভানডোভস্কি","https://mzamin.com/news.php?news=130905","","","","খেলা",""
"1728756052-118","https://mzamin.com/category.php?cat=4","৩৯ বছর বয়সেও রোনালদো চনমনে, যা বলছেন লেভানডোভস্কি","https://mzamin.com/news.php?news=130905","","","","","(৩ দিন আগে) ৯ অক্টোবর ২০২৪, বুধবার, ১১:০৩ পূর্বাহ্ন"
"1728756055-119","https://mzamin.com/category.php?cat=4","আবার চোট, ভারতের বিপক্ষে প্রথম টেস্টে নেই উইলিয়ামসন","https://mzamin.com/news.php?news=130908","আবার চোট, ভারতের বিপক্ষে প্রথম টেস্টে নেই উইলিয়ামসন","","","",""
"1728756055-120","https://mzamin.com/category.php?cat=4","আবার চোট, ভারতের বিপক্ষে প্রথম টেস্টে নেই উইলিয়ামসন","https://mzamin.com/news.php?news=130908","","চোট যেন নিউজিল্যান্ড ব্যাটার কেইন উইলিয়ামসনের দীর্ঘকালের বন্ধু। আর তার সঙ্গে আরও একবার দেখা হলো তার। এবার কুচকির চোটে পড়েছেন উইলিয়ামসন। তাতে ভারতের বিপক্ষে আসন্ন টেস্ট সিরিজের প্রথম ম্যাচে খেলতে পারবেন না তিনি। 
গত বছরের আইপিএল থেকে একের পর এক চোটে ভুগছেন উইলিয়ামসন। চোট কাটিয়ে ওয়ানডে বিশ্বকাপে যোগ দিলেও আবার চোটে পড়ে ছিটকে যান শেষদিকে। এবার চোট পেয়েছেন শ্রীলঙ্কা সফরে। 
গলে দ্বিতীয় টেস্টে কুঁচকিতে অস্বস্তিবোধ করেন সাবেক এই টেস্ট অধিনায়ক। সে কারণেই ভারতে যাওয়ার আগে দীর্ঘস্থায়ী পুনর্বাসন প্রক্রিয়ার অংশ হতে হয় তাকে।
ব্ল্যাক ক্যাপদের নির্বাচক স্যাম ওয়েলস আশাবাদী, সিরিজে পরের দিকে খেলতে পারবেন উইলিয়ামসন। তিনি বলেন, ‘চোটকে আরও গুরুতর করার ঝুঁকি না নিয়ে উইলিয়ামসনকে বিশ্রামের পরামর্শ দেওয়া হয়েছে। পুনর্বাসন যদি পরিকল্পনামতো এগোয়, আমরা পরের দিকে তাকে পাওয়ার ব্যাপারে আশাবাদী।’","","",""
"1728756055-121","https://mzamin.com/category.php?cat=4","আবার চোট, ভারতের বিপক্ষে প্রথম টেস্টে নেই উইলিয়ামসন","https://mzamin.com/news.php?news=130908","","তবে চোট থাকলেও ভারত সফরে যাবেন উইলিয়ামসন। তবে তার বিকল্প হিসেবে নিউজিল্যান্ড স্কোয়াডে রেখেছে মার্ক চ্যাপম্যানকে। আগামী ১৬ই অক্টোবর থেকে শুরু হতে যাওয়া এই টেস্ট সিরিজে নিউজিল্যান্ডকে নেতৃত্ব দেবেন বাঁহাতি ব্যাটসম্যান টম ল্যাথাম। শ্রীলঙ্কার বিপক্ষে ২-০তে সিরিজ হারার পর পেসার টিম সাউদি দায়িত্ব ছাড়ার পর ল্যাথামকে অধিনায়ক করেছে নিউজিল্যান্ড ক্রিকেট।","","",""
"1728756055-122","https://mzamin.com/category.php?cat=4","আবার চোট, ভারতের বিপক্ষে প্রথম টেস্টে নেই উইলিয়ামসন","https://mzamin.com/news.php?news=130908","","উইলিয়ামসনের চোট চ্যাপম্যানকে টেস্ট অভিষেকের সুযোগ দিতে পারে। নিউজিল্যান্ডের হয়ে সাদা বলের ক্রিকেটে তিনি ম্যাচ খেলেছেন ৭৮টি। নিউজিল্যান্ড ‘এ’ দলের হয়ে ৬টি প্রথম শ্রেণির ম্যাচ খেলেছেন চ্যাপম্যান। ভারত ‘এ’ দলের বিপক্ষে ২০২০ সালে সেঞ্চুরিও আছে তার।","","",""
"1728756055-123","https://mzamin.com/category.php?cat=4","আবার চোট, ভারতের বিপক্ষে প্রথম টেস্টে নেই উইলিয়ামসন","https://mzamin.com/news.php?news=130908","","শ্রীলঙ্কার বিপক্ষে দ্বিতীয় টেস্টে ৬ বছর পর ইনিংস ব্যবধানে হারলেও ভারত সিরিজে দলে খুব একটা পরিবর্তন আনেনি নিউজিল্যান্ড। অলরাউন্ডার মাইকেল ব্রেসওয়েলকে যদিও পুরো সিরিজে পাবে না নিউজিল্যান্ড। দ্বিতীয় সন্তানের বাবা হতে যাওয়ায় ভারত সিরিজে প্রথম ম্যাচ শেষেই নিউজিল্যান্ডে ফিরবেন।","","",""
"1728756055-124","https://mzamin.com/category.php?cat=4","আবার চোট, ভারতের বিপক্ষে প্রথম টেস্টে নেই উইলিয়ামসন","https://mzamin.com/news.php?news=130908","","","uploads/news/main/130908_wiliam.webp","",""
"1728756055-125","https://mzamin.com/category.php?cat=4","আবার চোট, ভারতের বিপক্ষে প্রথম টেস্টে নেই উইলিয়ামসন","https://mzamin.com/news.php?news=130908","","","","খেলা",""
"1728756055-126","https://mzamin.com/category.php?cat=4","আবার চোট, ভারতের বিপক্ষে প্রথম টেস্টে নেই উইলিয়ামসন","https://mzamin.com/news.php?news=130908","","","","","(৩ দিন আগে) ৯ অক্টোবর ২০২৪, বুধবার, ১১:৩২ পূর্বাহ্ন"
"1728756057-127","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","","","",""
"1728756057-128","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","","গেলো ইউরোতে ঠিকমতো খেলার সুযোগও পাননি। এ নিয়ে তখনকার ইংলিশ কোচ গ্যারেথ সাউথগেট সমালোচনার মুখেও পড়েন। জাতীয় দলে অভিষেক হয়েছে এক বছরেরও কম সময় আগে, খেলেছেন মাত্র ৯ ম্যাচ। আর তাতেই সমর্থকদের ভোটে ইংল্যান্ডের বর্ষসেরা ফুটবলারের পুরস্কার কোল পালমার।","","",""
"1728756057-129","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","","মঙ্গলবার ২০২৩-২৪ মৌসুমের সেরা হিসেবে পালমারের নাম ঘোষণা করে ইংল্যান্ডের ফুটবল অ্যাসোসিয়েশন। সমর্থকদের রায়ে তার পরে ছিলেন রিয়াল মাদ্রিদের জুড বেলিংহ্যাম। গত দুইবারের বিজয়ী আর্সেনালের বুকায়ো সাকা এবার হয়েছেন তৃতীয়। ২০১০ সালের পর এই প্রথম চেলসির কোনো ফুটবলার সমর্থকদের ভোটে ইংল্যান্ডের সেরা হলেন। সর্বশেষ এই স্বীকৃতি পান অ্যাশলি কোল।","","",""
"1728756057-130","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","","গত নভেম্বরে মাল্টার বিপক্ষে ২-০ গোলের জয়ের ম্যাচ দিয়ে ইংল্যান্ডের হয়ে অভিষেক হয় পালমারের। দেশের হয়ে প্রথম গোল করেন গত মে মাসে বসনিয়ার বিপক্ষে। গেলো ইউরোতে যতটুকু সুযোগ পেয়েছেন, নিজের প্রতিভার ছাপ রেখেছেন চেলসির তরুণ এই উইঙ্গার।","","",""
"1728756057-131","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","","ফাইনালে পালমারের গোলেই সমতা ফেরায় ইংল্যান্ড। যদিও ম্যাচটি শেষ পর্যন্ত ২-১ গোলে জিতে নেয় স্পেন। এর আগে সেমি-ফাইনালে নেদারল্যান্ডসের বিপক্ষে অলিভার ওয়াটকিন্সের জয়সূচক গোলে সহায়তা করেছিলেন পালমারই।","","",""
"1728756057-132","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","","ম্যানচেস্টার সিটিতে হতাশাময় তিন মৌসুমের পর গত মৌসুমে চেলসিতে পাড়ি জমান পালমার। প্রথম মৌসুমেই ২২ গোল করেন তিনি। চলতি মৌসুমে প্রিমিয়ার লিগে সাত ম্যাচে ছয় গোল হয়ে গেছে ২২ বছর বয়সী উইঙ্গারের। এক ম্যাচে চার গোল করেছেন তিনি পাঁচ মাসের মধ্যে দুই দফায়। চেলসির জার্সিতে ৩৯ ম্যাচের মধ্যে হ্যাটট্রিক করে ফেলেছেন তিনটি।","","",""
"1728756057-133","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","","","","",""
"1728756057-134","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","","","uploads/news/main/130909_3.webp","",""
"1728756057-135","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","","","","খেলা",""
"1728756057-136","https://mzamin.com/category.php?cat=4","৯ ম্যাচেই ইংল্যান্ড সেরা পালমার","https://mzamin.com/news.php?news=130909","","","","","(৩ দিন আগে) ৯ অক্টোবর ২০২৪, বুধবার, ১১:৩৬ পূর্বাহ্ন"
"1728756060-137","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","","","",""
"1728756060-138","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","টেস্টে অনেকদিন ধরেই অবিশ্বাস্য ধারাবাহিকভাবে পারফর্ম করছেন ইংল্যান্ডের ব্যাটার জো রুট। গত তিন বছরে দীর্ঘ সংস্করণের ক্রিকেটে ১৭টি সেঞ্চুরি করেছেন তিনি। এবার টেস্ট চ্যাম্পিয়নশীপে প্রথম ক্রিকেটার হিসেবে ৫ হাজার রানের কীর্তি গড়লেন ইংল্যান্ডের সাবেক এই অধিনায়ক।","","",""
"1728756060-139","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","পাকিস্তানের মাটিতে ৩ টেস্ট সিরিজের প্রথম ম্যাচে এই কীর্তি গড়েন রুট। ব্যাটিংয়ে নামার আগে টেস্ট চ্যাম্পিয়নশীপে ৫ হাজার রানের মাইলফলক স্পর্শ করতে ২৭ প্রয়োজন ছিল রুটের। ম্যাচের দ্বিতীয় দিন বিকেলেই সেটা ছুঁয়ে ফেলেন তিনি।","","",""
"1728756060-140","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","টেস্ট চ্যাম্পিয়নশীপে ৫৯ ম্যাচ খেলেছেন রুট। এখন পর্যন্ত ৫১.৭৪ গড়ে তার সংগ্রহ ৫ হাজার ১৯ রান। ২০ ফিফটির সঙ্গে তার সেঞ্চুরি আছে ১৬টি। দ্বিতীয় স্থানে থাকা অস্ট্রেলিয়ান ব্যাটার মার্নাস লাবুশানের সংগ্রহ ৪৫ ম্যাচে ৩৯০৪ রান। এরপর যথাক্রমে আছেন স্টিভ স্মিথ (৩৪৮৬), বেন স্টোকস (৩১০১) ও বাবর আজম (২৭৫৫)। বাংলাদেশ থেকে সেরা লিটন। ২৪ নম্বরে থাকা এই ব্যাটার ২৫ ম্যাচে করেছেন ১৭৩৯ রান। ৪ সেঞ্চুরি আর ১০ ফিফটি আছে তার।","","",""
"1728756060-141","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","চলতি টেস্ট চ্যাম্পিয়নশীপেও সর্বোচ্চ রান জো রুটের। ১৭ ম্যাচে করেছেন ১৪৪৮ রান। দ্বিতীয় স্থানে ভারতের যশস্বী জয়সোয়াল। তার সংগ্রহ ১১ ম্যাচে ১২১৭ রান। ৮ ম্যাচে ৪৭৪ রান নিয়ে এই তালিকায় বাংলাদেশের সেরা মুমিনুল হক সৌরভ।","","",""
"1728756060-142","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","২০১২ সালে টেস্ট অভিষেক হয় রুটের। এক যুগের ক্যারিয়ারে খেলেছেন ১৪৬ ম্যাচ। এ সময়ে ৫০.৬২ গড়ে করেছেন ১২৪৫৩ রান। ৬৫ ফিফটি আর ৩৪টি সেঞ্চুরি আছে তার।","","",""
"1728756060-143","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","পাঠকের মতামত","","",""
"1728756060-144","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","জো রুট আমার খুব প্রিয় খেলোয়াড়।
অভিনন্দন।","","",""
"1728756060-145","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","","uploads/news/main/130911_Sourov 4.webp","",""
"1728756060-146","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","","","খেলা",""
"1728756060-147","https://mzamin.com/category.php?cat=4","প্রথম ক্রিকেটার হিসেবে টেস্ট চ্যাম্পিয়নশীপে যে কীর্তি গড়লেন রুট","https://mzamin.com/news.php?news=130911","","","","","(৩ দিন আগে) ৯ অক্টোবর ২০২৪, বুধবার, ১২:২০ অপরাহ্ন"
"1728756063-148","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","","","",""
"1728756063-149","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","স্কটল্যান্ডকে হারিয়ে এবারের টি-টোয়েন্টি বিশ্বকাপে শুভ সূচনা করে বাংলাদেশ। ওই ম্যাচ জয়ে বড় ভূমিকা ছিল বোলারদের। পরের ম্যাচে ইংল্যান্ডের বিপক্ষে হারলেও বোলাররা ঠিকই ধারাবাহিকতা ধরে রাখেন। সেই সুবাদে টি-টোয়েন্টি বোলার র‍্যাংকিংয়ে দুই লেগ স্পিনার রাবেয়া খান ও ফাহিমা খাতুনের উন্নতি হয়েছে।","","",""
"1728756063-150","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","মঙ্গলবার মেয়েদের টি-টোয়েন্টি র‍্যাংকিংয়ের সাপ্তাহিক হালনাগাদ প্রকাশ করে আইসিসি। স্কটল্যান্ডের বিপক্ষে ৪ ওভারে ২০ রান খরচায় একটি উইকেট নেন রাবেয়া। দ্বিতীয় ম্যাচে ইংল্যান্ডের বিপক্ষে আরও কৃপণ বোলিং করেন ১৯ বছর বয়সী এই লেগ স্পিনার। ৪ ওভারে ১৫ রানে নেন একটি উইকেট। ধারাবাহিক পারফরম্যান্সে এক ধাপ এগিয়ে ৯ নম্বরে উঠেছেন রাবেয়া। তিনি ছাড়া সেরা ২৫-এর মধ্যে নেই আর কোনো বাংলাদেশি বোলার।","","",""
"1728756063-151","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","আর স্কটল্যান্ডের বিপক্ষে এক উইকেট নেওয়া ফাহিমা ইংলিশদের বিপক্ষে শিকার করেন ২টি উইকেট। দুই ম্যাচে ৩ উইকেট নিয়ে ১৩ ধাপ এগিয়েছেন ৩১ বছর বয়সী অভিজ্ঞ এই লেগ স্পিনার, ৪৫ নম্বরে আছেন তিনি। দুই ধাপ করে পিছিয়েছেন বাঁহাতি স্পিনার নাহিদা আক্তার ও পেসার মারুফা আক্তার। নাহিদা ২৭ ও মারুফা ৩১ নম্বরে আছেন।","","",""
"1728756063-152","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","বোলারদের  র‍্যাংকিংয়ে সবার ওপরে যথারীতি শীর্ষস্থান ধরে রেখেছেন ইংল্যান্ডের স্পিনার সোফি এক্লেস্টন। অল্প সময়ের জন্য হলেও শীর্ষে উঠে ইতিহাস গড়েছেন পাকিস্তানের বাঁ-হাতি স্পিনার সাদিয়া ইকবাল। খানিক পরই আবার তিনি দুইয়ে নেমে যান।","","",""
"1728756063-153","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","এ ছাড়া ইংল্যান্ডের আরেক স্পিনার সারা গ্লেন এক ধাপ এগিয়ে ৩ নম্বরে, অস্ট্রেলিয়ান তারকা অ্যাশলে গার্ডনার তিন ধাপ এগিয়ে ষষ্ঠ স্থানে এবং পেসার মেগান শুট ৯ ধাপ এগিয়ে ১০ নম্বরে উঠে এসেছেন।","","",""
"1728756063-154","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","টি-টোয়েন্টি ব্যাটারদের তালিকায় বাংলাদেশ অধিনায়ক নিগার সুলতানা জ্যোতি ১ ধাপ পিছিয়ে ১৪ নম্বরে নেমে গেছেন। তিনি ছাড়া আর কোনো বাংলাদেশি ব্যাটারই সেরা ৫০–এর ভেতর নেই। ব্যাটিং র‍্যাংকিংয়ের শীর্ষ দুটি স্থান ধরে রেখেছেন অজি তারকা বেথ মুনি ও তালিয়া ম্যাকগ্রা। দুই ধাপ এগিয়ে তিনে উঠেছেন দক্ষিণ আফ্রিকান অধিনায়ক লরা উলভার্ট। বিশ্বকাপের দুই ম্যাচে তিনি ১০১ রান করেছেন।","","",""
"1728756063-155","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","তার সতীর্থ তাজমিন ব্রিটস ২ ধাপ এগিয়ে ৬ নম্বরে জায়গা করে নিয়েছেন। এ ছাড়া নিউজিল্যান্ডের অভিজ্ঞ ব্যাটার সুজি বেটস ২ ধাপ এগিয়ে সপ্তম ও ভারতীয় অধিনায়ক হারমানপ্রিত কৌর ৪ ধাপ এগিয়ে উঠেছেন ১২ নম্বরে।","","",""
"1728756063-156","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","","uploads/news/main/130913_Sourov 5.webp","",""
"1728756063-157","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","","","খেলা",""
"1728756063-158","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","","","","(৩ দিন আগে) ৯ অক্টোবর ২০২৪, বুধবার, ১২:৪১ অপরাহ্ন"
"1728756063-159","https://mzamin.com/category.php?cat=4","র‍্যাংকিংয়ে উন্নতি ফাহিমা-রাবেয়ার, অবনতি জ্যোতির","https://mzamin.com/news.php?news=130913","","","","","সর্বশেষ আপডেট: ৯:৫১ পূর্বাহ্ন"
"1728756065-160","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","","","",""
"1728756065-161","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","","ভারত-বাংলাদেশ সিরিজে ড্রেসিংরুমে তামিম ইকবাল নাই। কিন্তু তাকে প্রতিনিয়ত দেখা যাচ্ছে ধারাভাষ্যকারের ভূমিকায়। সাক্ষাৎকার দিচ্ছেন ভারতের নানা ম্যাগাজিনেও। এবার ভারতের স্থানীয় একটি স্পোর্টস ম্যাগাজিনকে দেওয়া সাক্ষাৎকারে তামিম ইকবাল বলেন, ‘টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই’।","","",""
"1728756065-162","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","","ভারতের ক্রীড়া সাময়িকী ‘স্পোর্ট-স্টার’কে দেওয়া সাক্ষাৎকারে তামিম ইকবাল অকপটে দেশের ক্রিকেট বিষয়ে নানা কথা বলেন। সেখানে উঠে আসে কোচের ভূমিকা এবং এই মুহূর্তে কোচিংয়ের জন্য দেশের মধ্যে কে পারফেক্ট এই প্রশ্নও। এসময় তামিম বলেন, ‘আমার মনে হয় না প্রধান কোচ হওয়ার মতো যোগ্য কেউ এখন আছে বাংলাদেশে। এখন এমন দু-তিনজন আছেন, যারা সহকারী কোচ হিসেবে ভালো করবেন।’","","",""
"1728756065-163","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","","গত এক দশকে ভারতের প্রধান কোচের পদে অন্য দেশের কাউকে দেখা যায়নি। নিজেদের সাবেক খেলোয়াড়দের এই পদে বসায় ভারতীয় ক্রিকেট বোর্ড। শ্রীলঙ্কাও কিছুদিন আগে তাদের কিংবদন্তি সনাৎ জয়াসুরিয়াকে জাতীয় দলের স্থায়ী কোচ হিসেবে নিয়োগ দিয়েছে। কোচিং স্টাফ সম্পর্কে এক প্রশ্নের জবাবে তামিম বলেন, ‘বাংলাদেশ দলের কোচিং স্টাফে ৭০:৩০ অনুপাত থাকা উচিত। প্রধান কোচ পদে একজন বিদেশি ও তার সঙ্গে বড়জোর আরও দুজন বিদেশি কোচ থাকতে পারেন। সহকারী কোচ পদে বাকি ৭০ শতাংশ বাংলাদেশি নিয়োগ করা উচিত। তাতে স্থানীয় কোচদের বেড়ে ওঠায় সাহায্য হবে এবং একদিন তারা প্রধান কোচ হতে পারবেন।’","","",""
"1728756065-164","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","","পাঠকের মতামত","","",""
"1728756065-165","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","","কোচিং এর জন্য টেকনিক্যাল দক্ষতার পাশাপাশি আন্তরিকতা দরকার। এই দুটি বিবেচনা করলে সালাউদ্দিন, আমিনুল ইসলাম বুলবুলের যোগ্যতা হাতুরুর চাইতেও বেশি।","","",""
"1728756065-166","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","","","uploads/news/main/130928_Faruqi 1.webp","",""
"1728756065-167","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","","","","খেলা",""
"1728756065-168","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","","","","","(৩ দিন আগে) ৯ অক্টোবর ২০২৪, বুধবার, ৫:৪২ অপরাহ্ন"
"1728756065-169","https://mzamin.com/category.php?cat=4","টাইগারদের প্রধান কোচ হওয়ার যোগ্যতা দেশের কারো নেই: তামিম","https://mzamin.com/news.php?news=130928","","","","","সর্বশেষ আপডেট: ২:২৬ অপরাহ্ন"
"1728756068-170","https://mzamin.com/category.php?cat=4","জয়ের জন্য বাংলাদেশের প্রয়োজন ২২২ রান","https://mzamin.com/news.php?news=130934","জয়ের জন্য বাংলাদেশের প্রয়োজন ২২২ রান","","","",""
