web-scraper-order,web-scraper-start-url,news-selector,news-selector-href,title,date,description
"1728738436-62","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","জাতীয় সংসদ নির্বাচনে আনুপাতিক প্রতিনিধিত্বমূলক ব্যবস্থা (পিআর) চালু করতে হবে, সুষ্ঠু ও স্বচ্ছ নির্বাচন নিশ্চিত করার লক্ষ্যে কেয়ারটেকার সরকারব্যবস্থা সংবিধানে স্থায়ীভাবে সন্নিবেশিত করতে হবে, নির্বাচনের স্বচ্ছতা নিশ্চিত করার জন্য বিভিন্ন দেশে প্রত্যাখ্যাত ইভিএম ভোটিং ব্যবস্থা বাতিল করতে হবে, কোনো সরকারি চাকরিজীবী তাঁদের চাকরি ছাড়ার কমপক্ষে তিন বছরের মধ্যে কোনো ধরনের নির্বাচনে প্রার্থী হতে পারবেন না, স্থানীয় সরকার নির্বাচন নির্দলীয়ভাবে সম্পন্ন করার ব্যবস্থা করতে হবে, অংশগ্রহণমূলক নির্বাচন নিশ্চিত করার জন্য সংবিধানের সঙ্গে সাংঘর্ষিক ২০০৮ সালে প্রবর্তিত রাজনৈতিক দলের নিবন্ধন প্রথা বাতিল করতে হবে, নির্বাচন কমিশনারসহ অন্যান্য কমিশনার নিয়োগের জন্য প্রধানমন্ত্রী, বিরোধীদলীয় নেতা ও প্রধান বিচারপতির সমন্বয়ে সার্চ কমিটি গঠিত হবে, জাতীয় সংসদ নির্বাচন একাধিক দিনে অনুষ্ঠিত করার ব্যবস্থা গ্রহণ করা। জাতীয় পরিচয়পত্র (এনআইডি) ব্যবস্থাপনা নির্বাচন কমিশনের অধীন আনতে হবে।"
"1728738436-63","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","আইনশৃঙ্খলা সংস্কার"
"1728738436-64","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","পুলিশ বাহিনীর সংস্কার: ১৮৬১ সালে ব্রিটিশ সরকার প্রণীত পুলিশ আইন পরিবর্তন এবং পুলিশের জন্য একটি পলিসি গাইডলাইন তৈরি করতে হবে, পুলিশ সদস্যদের নিয়োগ, বদলি, পদোন্নতি এবং চাকরিচ্যুতির জন্য স্বাধীন পুলিশ কমিশন গঠন করতে হবে, নিয়োগ, বদলি, পদোন্নতি এবং চাকরিচ্যুতির ক্ষেত্রে কোনো রাজনৈতিক-অরাজনৈতিক ব্যক্তির সুপারিশের সুযোগ রাখা যাবে না তথা সর্বপ্রকার দলীয় ও ব্যক্তিগত প্রভাব বা হস্তক্ষেপ বন্ধ করতে হবে, পুলিশ ট্রেনিং ম্যানুয়ালের মধ্যে ধর্মীয় শিক্ষা ও নৈতিক অনুশাসন অন্তর্ভুক্ত করতে হবে, পুলিশের মধ্যে মারণাস্ত্রের ব্যবহার বাতিল করতে হবে, রিমান্ড চলাকালে জিজ্ঞাসাবাদের ক্ষেত্রে আসামিপক্ষের আইনজীবীর উপস্থিতি এবং মহিলা আসামিকে জিজ্ঞাসাবাদের সময় তাঁদের অভিভাবকের উপস্থিতি নিশ্চিত করতে হবে, বিচার বিভাগীয় সদস্যদের দ্বারা পুলিশ ট্রাইব্যুনাল গঠনের বিধান থাকতে হবে, পুলিশের ডিউটি ও অন্যান্য সুযোগ-সুবিধা উন্নত করতে হবে, ‘পুলিশ আইন’ পরিবর্তন, পরিবর্ধন ও পরিমার্জনের মাধ্যমে আধুনিকায়ন করতে হবে।"
"1728738436-65","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","র‌্যাববিষয়ক সংস্কার"
"1728738436-66","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","র‌্যাব ও অন্যান্য বিশেষায়িত বাহিনীর প্রতি জনসাধারণের আস্থা ফিরিয়ে আনার জন্য প্রয়োজনীয় সংস্কার সম্পন্ন করতে হবে, গত সাড়ে ১৫ বছর যাঁরা র‌্যাবে কাজ করেছেন, তাঁদের নিজ নিজ বাহিনীতে ফিরিয়ে আনতে হবে এবং তাঁদের পুনরায় র‌্যাবে নিয়োগ দেওয়া যাবে না, বিচারবহির্ভূত সব ধরনের  হত্যাকাণ্ড বন্ধ করতে হবে, র‌্যাবের সামগ্রিক কার্যক্রম মনিটরিংয়ের জন্য সেল গঠন করতে হবে, কোনো র‌্যাব সদস্য আইনবহির্ভূত কোনো কাজে জড়িত হলে এই সেল তাঁর বিরুদ্ধে অভিযোগ গঠন করবে। মিডিয়ার ক্ষেত্রে নীতিমালা প্রণয়ন ও অনুসরণ নিশ্চিত করতে হবে।"
"1728738436-67","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","জনপ্রশাসন সংস্কার"
"1728738436-68","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","জনবল নিয়োগ, বদলি, পদায়নে তদবির, সুপারিশ ও দলীয় আনুগত্যের পরিবর্তে যোগ্যতা, দক্ষতা ও সততাকে প্রাধান্য দিতে হবে, যেকোনো চাকরির নিয়োগ বিজ্ঞপ্তি থেকে শুরু করে নিয়োগ পর্যন্ত সময়ক্ষেপণ না করে যৌক্তিক সময়ের মধ্যে সম্পন্ন করতে হবে। সরকারি চাকরিতে আবেদন বিনা মূল্যে করতে হবে, চাকরিতে আবেদনের বয়সসীমা আগামী দুই বছরের জন্য ৩৫ বছর ও পরবর্তী বয়সসীমা স্থায়ীভাবে ৩৩ বছর এবং অবসরের বয়সসীমা ৬২ বছর নির্ধারণ করতে হবে, চাকরির আবেদনে সব ক্ষেত্রে বয়সসীমার বৈষম্য নিরসন করতে হবে, সব সরকারি দপ্তরে দুর্নীতি নিরোধকল্পে বিশেষ ব্যবস্থা তৈরি করা যাতে করে কেউ দুর্নীতি করার সুযোগ না পায়, এ জন্য প্রয়োজনীয় মনিটরিংয়ের ব্যবস্থা করতে হবে। চাকরিতে বিরাজমান আন্তক্যাডার বৈষম্য দূর করতে হবে। বিগত আওয়ামী সরকারের আমলে সরকারি চাকরিতে যাঁরা প্রশ্নপত্র ফাঁস, দুর্নীতি, জালিয়াতি ও দলীয় বিবেচনায় চাকরি পেয়েছেন, তাঁদের নিয়োগ বাতিল করতে হবে।"
"1728738436-69","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","দুর্নীতি"
"1728738436-70","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","দুর্নীতি দমন কমিশনে পরীক্ষিত সৎ, ন্যায়পরায়ণ, দক্ষ ও যোগ্য লোক নিয়োগ দিতে হবে। রাষ্ট্রের সব সেক্টরে জবাবদিহি নিশ্চিত করতে হবে, দুর্নীতি দমন কমিশনকে শক্তিশালী করে নিরপেক্ষভাবে কাজ করার স্বাধীনতা দিতে হবে, বিগত সরকারের আমলে দেশ থেকে পাচারকৃত অর্থ ফেরত আনার উপযুক্ত বিধান প্রণয়ন ও তা কার্যকর করার পদক্ষেপ নিতে হবে, মন্ত্রণালয়ভিত্তিক দুর্নীতি দমন কমিশন গঠন করতে হবে, দুর্নীতি দমন কমিশনের আইন সংস্কার, জনবল ও পরিধি বৃদ্ধি করতে হবে, রাষ্ট্রীয় ও জনগণের সম্পদ অবৈধভাবে ভোগ দখলকারীদের বিরুদ্ধে পদক্ষেপ গ্রহণের জন্য সুস্পষ্ট আইন প্রণয়ন করতে হবে।"
"1728738436-71","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","সংবিধান সংস্কার"
"1728738436-72","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","রাষ্ট্রপতি ও প্রধানমন্ত্রীর মধ্যে ক্ষমতার ভারসাম্য রাখার বিধান সংযুক্ত করতে হবে। একই ব্যক্তি পরপর দুই মেয়াদের বেশি প্রধানমন্ত্রী থাকতে পারবেন না।"
"1728738436-73","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","শিক্ষা ও সংস্কৃতি সংস্কার"
"1728738436-74","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","ষষ্ঠ থেকে দশম শ্রেণি পর্যন্ত মাধ্যমিক এবং একাদশ ও দ্বাদশ শ্রেণিকে উচ্চমাধ্যমিক হিসেবে বলবৎ রাখতে হবে। অষ্টম শ্রেণির পাবলিক পরীক্ষা বাতিল করে পূর্বের পরীক্ষাপদ্ধতি ফিরিয়ে আনতে হবে। পাঠ্যপুস্তকে ২০২৪-এর গণ-অভ্যুত্থানের বস্তুনিষ্ঠ ইতিহাস গুরুত্বের সঙ্গে তুলে ধরতে হবে। সব শ্রেণির পাঠ্যপুস্তকে ধর্মীয় মূল্যবোধবিরোধী উপাদান বাদ দিতে হবে। সব শ্রেণিতে নবী করিম ( সা.)–এর জীবনীসহ মহামানবদের জীবনী–সংবলিত প্রবন্ধ সংযোজন করতে হবে। স্বতন্ত্র ইবতেদায়ি মাদ্রাসা প্রতিষ্ঠা করতে হবে। বিদ্যমান স্বতন্ত্র ইবতেদায়ি মাদ্রাসাগুলোকে সরকারিকরণ করতে হবে। প্রতিটি জেলায় কমপক্ষে একটি করে কামিল মাদ্রাসাকে সরকারীকরণ করতে হবে। কারিগরি ও ভোকেশনাল শিক্ষাকে সাধারণ শিক্ষার মূলধারায় যুক্ত করতে হবে। ‘ডিপার্টমেন্ট অব হায়ার এডুকেশন’ নামে একটি স্থায়ী শিক্ষা কমিশন গঠন করতে হবে। শিক্ষা সংস্কারের লক্ষ্যে গঠিত শিক্ষা কমিশনের সব ধারা তথা সাধারণ, আলিয়া, কওমির প্রতিনিধিত্ব নিশ্চিত করতে হবে।"
"1728738436-75","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","(খ) সংস্কৃতি সংস্কার"
"1728738436-76","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","●জাতির ঐতিহাসিক আন্দোলন-সংগ্রাম ও মূল্যবোধের আলোকে বিভিন্ন ধরনের চলচ্চিত্র নির্মাণ করতে হবে। জাতির ঐতিহাসিক দিনগুলোকে স্মরণীয় করার লক্ষ্যে বিশেষ দিবস হিসেবে ঘোষণা করে রাষ্ট্রীয় পৃষ্ঠপোষকতায় তা পালনের ব্যবস্থা করতে হবে। নাটক, সিনেমাসহ বিভিন্ন বিনোদনমূলক অনুষ্ঠানগুলো অশ্লীলতামুক্ত করতে হবে। নাটক, সিনেমা ও বিভিন্ন কনটেন্টে বিভিন্ন ধর্ম, বিশেষ করে ইসলামকে হেয় করা থেকে বিরত থাকার বিধান প্রণয়ন করতে হবে। প্রাণীর মূর্তিনির্ভর ভাস্কর্য নির্মাণ না করে দেশীয় প্রকৃতি, ঐতিহ্যকে বিভিন্ন চিত্রাঙ্কন-ভাস্কর্যে তুলে আনতে হবে। সব গণমাধ্যমে শিক্ষামূলক কর্মসূচির প্রচার নিশ্চিত করতে হবে।"
"1728738436-77","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","পররাষ্ট্রবিষয়ক সংস্কার"
"1728738436-78","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","পররাষ্ট্রীয় সম্পর্কের ক্ষেত্রে সব গণতান্ত্রিক দেশের সঙ্গে সাম্য ও ন্যায্যতার ভিত্তিতে পারস্পরিক সম্পর্ক বজায় রাখতে হবে। জাতিসংঘের মধ্যস্থতায় চীন, নেপাল, ভারত ও বাংলাদেশের মধ্যকার আন্তর্জাতিক নদীগুলোর পানিবণ্টন চুক্তির উদ্যোগ নিতে হবে। আসিয়ানভুক্ত দেশগুলোর সঙ্গে বাণিজ্যিক সম্পর্ক বৃদ্ধি করতে হবে। অন্যান্য রাষ্ট্রের সঙ্গে বিগত সরকারের আমলে সম্পাদিত সব চুক্তি রিভিউ করতে হবে। এ ক্ষেত্রে একটি রিভিউ কমিশন গঠন করতে হবে। বাংলাদেশকে আসিয়ান জোটভুক্ত করার উদ্যোগ গ্রহণ করতে হবে। শক্তিশালী সার্ক পুনর্গঠনের উদ্যোগ গ্রহণ করতে হবে। কোনো দেশের সঙ্গে চুক্তি অথবা সমঝোতা চুক্তি হলে পরবর্তী সংসদ অধিবেশনে সেসব চুক্তি ও সমঝোতা স্মারক উত্থাপন করে আলোচনাপূর্বক তা অনুমোদন করতে হবে।"
"1728738436-79","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","ধর্ম মন্ত্রণালয় সংস্কার"
"1728738436-80","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","ইসলামিক ফাউন্ডেশন বাংলাদেশকে (ইফাবা) রাষ্ট্রের কল্যাণে অর্থবহ প্রতিষ্ঠান হিসেবে গড়ে তুলতে হবে। ইমাম প্রশিক্ষণ একাডেমিকে স্বতন্ত্র সংস্থা বা দপ্তরে রূপান্তর করতে হবে, যাতে তারা স্বাধীনভাবে কাজ করতে পারে। ইসলামিক মিশনকে সরাসরি মন্ত্রণালয়ের অধীন স্বতন্ত্র সংস্থা হিসেবে প্রতিষ্ঠা করতে হবে। হজ ব্যবস্থাপনার জন্য স্বতন্ত্র অধিদপ্তর প্রতিষ্ঠা করতে হবে। হজ ও ওমরার খরচ কমানোর জন্য কার্যকর উদ্যোগ গ্রহণ করতে হবে। ইসলামিক ফাউন্ডেশনে একটি গবেষণা প্রতিষ্ঠান প্রতিষ্ঠা করতে হবে, যেখানে দেশের বরেণ্য আলেমরা সম্পৃক্ত থাকবেন। বিতর্কিত সব বই বাতিল ও প্রকাশনা বন্ধ করতে হবে। সব ধর্মাবলম্বীদের ধর্মীয় কার্যক্রম পরিচালনার অধিকার নিশ্চিত করতে হবে।"
"1728738436-81","https://www.prothomalo.com/politics","১০ দফা সংস্কার প্রস্তাব, 
আনুপাতিক পদ্ধতিতে নির্বাচন চায় জামায়াত","https://www.prothomalo.com/politics/btycmurn8a","","","সংবাদ সম্মেলনে আরও উপস্থিত ছিলেন দলের নায়েবে আমির মুজিবুর রহমান, আ ন ম শামসুল ইসলাম, এ টি এম মাছুম, কেন্দ্রীয় নেতা সাইফুল আলম খান, রফিকুল ইসলাম খান, মতিউর রহমান আকন্দ, হামিদুর রহমান আযাদ, আবদুল হালিম, এহসান মাহবুব জোবায়ের, নুরুল ইসলাম বুলবুল, সেলিমউদ্দিন ও মোবারক হোসন।"
"1728738438-82","https://www.prothomalo.com/politics","নির্বাচনসংক্রান্ত সব আইন–বিধি পর্যালোচনা করবে সংস্কার কমিশন","https://www.prothomalo.com/politics/i0syvw9tm6","নির্বাচনসংক্রান্ত সব আইন–বিধি পর্যালোচনা করবে সংস্কার কমিশন","",""
"1728738438-83","https://www.prothomalo.com/politics","নির্বাচনসংক্রান্ত সব আইন–বিধি পর্যালোচনা করবে সংস্কার কমিশন","https://www.prothomalo.com/politics/i0syvw9tm6","","আপডেট: ০৯ অক্টোবর ২০২৪, ২০: ৫৪",""
"1728738438-84","https://www.prothomalo.com/politics","নির্বাচনসংক্রান্ত সব আইন–বিধি পর্যালোচনা করবে সংস্কার কমিশন","https://www.prothomalo.com/politics/i0syvw9tm6","","","নির্বাচনসংক্রান্ত সব আইনকানুন, বিধিবিধান, পদ্ধতি ও প্রক্রিয়া পর্যালোচনা করবে নির্বাচনব্যবস্থা সংস্কার কমিশন। এ ক্ষেত্রে রাজনৈতিক দলগুলোর পরামর্শ ও প্রস্তাবও নেওয়া হবে। নির্বাচনী ব্যবস্থাকে একটি শক্ত ভিতের ওপর দাঁড় করিয়ে সুষ্ঠু, নিরপেক্ষ নির্বাচনের পথ প্রশস্ত করতেই এটি করা হবে।"
"1728738438-85","https://www.prothomalo.com/politics","নির্বাচনসংক্রান্ত সব আইন–বিধি পর্যালোচনা করবে সংস্কার কমিশন","https://www.prothomalo.com/politics/i0syvw9tm6","","","আজ বুধবার দুপুরে নির্বাচন ভবনে নির্বাচনব্যবস্থা সংস্কার কমিশনের প্রধান বদিউল আলম মজুমদার সাংবাদিকদের এসব কথা বলেন। আজ আনুষ্ঠানিকভাবে কমিশন বৈঠক করে। এটি কমিশনের দ্বিতীয় বৈঠক।"
"1728738438-86","https://www.prothomalo.com/politics","নির্বাচনসংক্রান্ত সব আইন–বিধি পর্যালোচনা করবে সংস্কার কমিশন","https://www.prothomalo.com/politics/i0syvw9tm6","","","বদিউল আলম মজুমদার বলেন, নির্বাচনের সঙ্গে সংবিধান, অনেকগুলো আইন ও বিধিবিধান যুক্ত। সংবিধানে নির্বাচনসংক্রান্ত যেসব বিধান আছে, প্রথমে সেগুলো পর্যালোচনা করা হবে। এ ছাড়া জাতীয় সংসদ নির্বাচনসংক্রান্ত আইন গণপ্রতিনিধিত্ব আদেশসহ (আরপিও) সব কটি বিধিবিধান পর্যালোচনা ও মূল্যায়ন করা হবে। সেখানে কোনো পরিবর্তন, পরিবর্ধন দরকার কি না, তা দেখা হবে। তারপর প্রয়োজনীয় সুপারিশ করা হবে।"
"1728738438-87","https://www.prothomalo.com/politics","নির্বাচনসংক্রান্ত সব আইন–বিধি পর্যালোচনা করবে সংস্কার কমিশন","https://www.prothomalo.com/politics/i0syvw9tm6","","","নির্বাচন কমিশন ছাড়াও নির্বাচনের সঙ্গে যুক্ত আরও কিছু প্রতিষ্ঠান আছে উল্লেখ করে কমিশনের প্রধান বলেন, এসব প্রতিষ্ঠানকে কীভাবে নিরপেক্ষ ও কার্যকর করা যায়, সঠিক ব্যক্তিদের নিয়োগ করা যায়, এ বিষয়েও সুপারিশ করার চেষ্টা করবে সংস্কার কমিশন।"
"1728738438-88","https://www.prothomalo.com/politics","নির্বাচনসংক্রান্ত সব আইন–বিধি পর্যালোচনা করবে সংস্কার কমিশন","https://www.prothomalo.com/politics/i0syvw9tm6","","","সংস্কারের বিষয়ে অংশীজনদের সঙ্গেও যতটুকু সম্ভব আলাপ–আলোচনা করা হবে জানিয়ে বদিউল আলম মজুমদার বলেন, প্রবাসীদের ভোটাধিকারের বিষয়টি খতিয়ে দেখা হবে। জাতীয় ও স্থানীয় সরকার নির্বাচনে সংরক্ষিত নারী আসনে নির্বাচনপদ্ধতিও পর্যালোচনা করবে কমিশন। পার্শ্ববর্তী দেশের কিছু অভিজ্ঞতাও কাজে লাগানোর চেষ্টা করা হবে।"
"1728738438-89","https://www.prothomalo.com/politics","নির্বাচনসংক্রান্ত সব আইন–বিধি পর্যালোচনা করবে সংস্কার কমিশন","https://www.prothomalo.com/politics/i0syvw9tm6","","","এক প্রশ্নের জবাবে বদিউল আলম মজুমদার বলেন, নির্বাচনব্যবস্থা সংস্কারের বিষয়ে রাজনৈতিক দলগুলোর পরামর্শ ও প্রস্তাবও নেওয়া হবে। তবে কোন পদ্ধতিতে এটি হবে, তা এখনো ঠিক হয়নি। একাধিক পদ্ধতি থাকতে পারে বলে তিনি জানান।"
"1728738440-90","https://www.prothomalo.com/politics","এখন তো শেখ হাসিনার সিন্ডিকেট নেই, তাহলে জিনিসপত্রের দাম বাড়ছে কেন: রিজভী","https://www.prothomalo.com/politics/7zp6j9ls7q","এখন তো শেখ হাসিনার সিন্ডিকেট নেই, তাহলে জিনিসপত্রের দাম বাড়ছে কেন: রিজভী","",""
"1728738440-91","https://www.prothomalo.com/politics","এখন তো শেখ হাসিনার সিন্ডিকেট নেই, তাহলে জিনিসপত্রের দাম বাড়ছে কেন: রিজভী","https://www.prothomalo.com/politics/7zp6j9ls7q","","প্রকাশ: ০৯ অক্টোবর ২০২৪, ২০: ৪৯",""
"1728738440-92","https://www.prothomalo.com/politics","এখন তো শেখ হাসিনার সিন্ডিকেট নেই, তাহলে জিনিসপত্রের দাম বাড়ছে কেন: রিজভী","https://www.prothomalo.com/politics/7zp6j9ls7q","","","নিত্যপ্রয়োজনীয় জিনিসপত্রের মূল্যবৃদ্ধির সমালোচনা করেছেন বিএনপি নেতা রুহুল কবির রিজভী। তিনি বলেছেন, শেখ হাসিনা সিন্ডিকেট করতেন আওয়ামী লীগের লোকজন দিয়ে। এখন তো বাজারে সেই সিন্ডিকেট নেই। তাহলে জিনিসপত্রের দাম বাড়ছে কেন?"
"1728738440-93","https://www.prothomalo.com/politics","এখন তো শেখ হাসিনার সিন্ডিকেট নেই, তাহলে জিনিসপত্রের দাম বাড়ছে কেন: রিজভী","https://www.prothomalo.com/politics/7zp6j9ls7q","","","আজ বুধবার রাজধানীর পল্লবীতে ডেঙ্গু প্রতিরোধে গণসচেতনামূলক প্রচারপত্র বিতরণ উপলক্ষে আয়োজিত এক অনুষ্ঠানে বিএনপির জ্যেষ্ঠ যুগ্ম মহাসচিব রুহুল কবির রিজভী এ কথা বলেন। তিনি বলেন, মোটা চাল, মাঝারি চাল কেন কেজিতে তিন-চার টাকা বেড়েছে? এখন কেন তেলের দাম লিটারে ৬ টাকা বেড়েছে, ব্রয়লার মুরগি কেজিতে ১২ টাকা বেড়েছে? এটা জনগণ প্রত্যাশা করেনি। জনগণ সিন্ডিকেটমুক্ত বাজার চায়। তাই বাজার মনিটরিং তীব্রতর করা হোক।"
"1728738440-94","https://www.prothomalo.com/politics","এখন তো শেখ হাসিনার সিন্ডিকেট নেই, তাহলে জিনিসপত্রের দাম বাড়ছে কেন: রিজভী","https://www.prothomalo.com/politics/7zp6j9ls7q","","","অন্তর্বর্তী সরকার সংস্কারে ‘ঢিলেঢালা’ ভাব করছে বলে অভিযোগ করেন বিএনপির এই জ্যেষ্ঠ নেতা। তিনি বলেন, ‘কোথায় যেন ঢিলেঢালা ভাব, এইভাবে চলবে না। আমি শুধু বলে রাখতে চাই, আমরা আন্দোলন থেকে চূড়ান্ত ইস্তফা দিইনি। অন্তর্বর্তী সরকারের ভেতরে কারও যদি অশুভ উদ্দেশ্য থাকে, তাহলে আমরা আন্দোলন–ঝড়ের আর্তনাদ আপনাদের (অন্তর্বর্তী সরকার) শোনাব। যদি সংস্কার ও নির্বাচনের মধ্যে রহস্য থাকে, তাহলে আপনাদের প্রতিরোধের ঝড়ের বাক্য শোনাব। তাই অবিলম্বে সুষ্ঠু ধারায় গণতান্ত্রিক রাজনীতি ও দ্রুত নির্বাচনের ব্যবস্থা করুন।’"
"1728738440-95","https://www.prothomalo.com/politics","এখন তো শেখ হাসিনার সিন্ডিকেট নেই, তাহলে জিনিসপত্রের দাম বাড়ছে কেন: রিজভী","https://www.prothomalo.com/politics/7zp6j9ls7q","","","ড. মুহাম্মদ ইউনূসের নেতৃত্বাধীন অন্তর্বর্তী সরকারকে জনগণের সরকার বলে মন্তব্য করেন রুহুল কবির। তিনি বলেন, এই সরকার যদি ব্যর্থ হয়, তাহলে গণতন্ত্র ও জনগণ ব্যর্থ হবে। শেখ হাসিনার মতো ফ্যাসিবাদীর যেন প্রত্যাবর্তন না হয়, এটাই জনগণ চায়। বিএনপি একটি বৃহত্তর রাজনৈতিক দল। বিগত ১৬–১৭ বছর নিরন্তর সংগ্রামের মধ্য দিয়ে গুম-খুনের শিকার হয়ে অসংখ্য নেতা-কর্মী পঙ্গুত্ব বরণ করেন, চোখ হারিয়ে অন্ধ করে দিয়েছে শেখ হাসিনার পুলিশ; সেই দল বিএনপি। কিন্তু কেন যেন মনে হয়, উপদেষ্টারা বিএনপিকে এক চোখে দেখার চেষ্টা করছেন।"
"1728738440-96","https://www.prothomalo.com/politics","এখন তো শেখ হাসিনার সিন্ডিকেট নেই, তাহলে জিনিসপত্রের দাম বাড়ছে কেন: রিজভী","https://www.prothomalo.com/politics/7zp6j9ls7q","","","জনগণ ভোট দিতে উন্মুখ হয়ে আছে উল্লেখ করে বিএনপি নেতা রুহুল কবির রিজভী বলেন, অন্তর্বর্তী সরকার সংস্কারের নামে যদি নির্বাচন দীর্ঘায়িত করে, তাহলে মানুষ সন্দেহ করবে। কী এমন ঘটনা আছে যে নির্বাচনের সম্ভাব্য তারিখ নির্ধারণ করতে পারছে না? অথচ গণতন্ত্রের একটি উপাদান অবাধ, সুষ্ঠু নির্বাচন, যা কেড়ে নিয়েছিল শেখ হাসিনা। ভোটারদের ভোটকেন্দ্রে যেতে দেয়নি। এখন জনগণ উন্মুখ হয়ে আছে। যাঁদের বয়স ২৫ থেকে ৩০ বছর, তাঁরা ভোট দিতে পারেননি।"
"1728738440-97","https://www.prothomalo.com/politics","এখন তো শেখ হাসিনার সিন্ডিকেট নেই, তাহলে জিনিসপত্রের দাম বাড়ছে কেন: রিজভী","https://www.prothomalo.com/politics/7zp6j9ls7q","","","রুহুল কবির আরও বলেন, শেখ হাসিনা মাঝে মাঝে তাঁর বক্তব্য ইচ্ছা করে ভাইরাল করে দেন। তিনি ভারতে আছেন। নিজেই লোক দিয়ে বক্তব্য ভাইরাল করান। তাঁর দলের নেতা ও তাঁর পুলিশ প্রশাসনের কাউকে বিদেশে ঘুরতে, হাঁটতে দেখা যাচ্ছে। আর যাঁরা দেশে আছেন, তাঁদের হাতে বিএনপির নেতারাই খুন হচ্ছেন। গোপালগঞ্জে দিদার হত্যা, নরসিংদীতে বৈষম্যবিরোধী ছাত্র হত্যা, এগুলো অশুভ ইঙ্গিত। শেখ হাসিনার আরেকটা ভয়ংকর পরিকল্পনা। অন্তর্বর্তী সরকার যদি শেখ হাসিনার ময়লার বস্তা ঘাড়ে নিয়ে ঘুরে বেড়ায় তাহলে কিন্তু কোনো সংস্কার করতে পারবে না।"
