web-scraper-order,web-scraper-start-url,news-selector,news-selector-href,title,description,images-src
1728738781-39,https://www.prothomalo.com/entertainment,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,https://www.prothomalo.com/entertainment/dhallywood/6iuwvy6nq2,,"পরিবার এবং সমাজ নিয়ে বেঁচে থাকে। দেখা যাক, কোনো তাড়াহুড়া নেই যে নির্দিষ্ট কোনো বছরের মধ্যে বিয়ে করতে হবে। যদি তেমন কিছু হয় পারিবারিকভাবে হবে এবং সেটা বিয়ের পর্যায়ে যাবে। আমার মা–বাবার যেহেতু বয়স হয়েছে, সন্তান হিসেবে তাঁরা আমাকে সংসারী দেখতে চান।’",
1728738781-40,https://www.prothomalo.com/entertainment,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,https://www.prothomalo.com/entertainment/dhallywood/6iuwvy6nq2,,"মুক্তির অপেক্ষায় থাকা ‘দরদ’-এ শাকিবের নায়িকা বলিউডের সোনাল চৌহান। তাঁর সঙ্গে কাজের অভিজ্ঞতা নিয়ে শাকিব আনন্দবাজারকে বলেন, ‘সোনাল ভীষণ সহযোগিতা করেছেন। চেষ্টা করেছেন ভেঙেচুরে নতুনভাবে নিজেকে উপস্থাপন করার। শুটিংয়ের সময় তাঁর যে মনোযোগ দেখেছি, আমার খুব ভালো লেগেছে, খুব খুশি কাজ করে। আমার বিশ্বাস, বাংলাদেশ এবং ভারত বিশ্বের যেখানে “দরদ” ছবিটি দেখানো হবে, দর্শকের তাঁর কাজ ভালো লাগবে।’",
1728738781-41,https://www.prothomalo.com/entertainment,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,https://www.prothomalo.com/entertainment/dhallywood/6iuwvy6nq2,,"চলতি বছর রায়হান রাফী পরিচালিত শাকিব অভিনীত সিনেমা ‘তুফান’ ব্যাপকভাবে ব্যবসায়িক সাফল্য পেয়েছে। সম্প্রতি সামাজিক যোগাযোগমাধ্যমে চর্চা হয়েছে, আগামী বছরই নাকি ছবিটির সিকুয়েল আসবে। তবে শাকিব জানান, ২০২৫ সালে ‘তুফান ২’ আসবে না। তবে একই প্রযোজনা সংস্থার সঙ্গে আরেকটি সিনেমা করছেন তিনি, সেটা আসতে পারে।",
1728738781-42,https://www.prothomalo.com/entertainment,তৃতীয় বিয়ে নিয়ে মুখ খুললেন শাকিব খান,https://www.prothomalo.com/entertainment/dhallywood/6iuwvy6nq2,,,https://images.prothomalo.com/prothomalo-bangla%2F2024-10-10%2Fhvdcnaiv%2F3420501881479968813570711448827591856120239n.jpg?rect=135%2C0%2C1728%2C1152&auto=format%2Ccompress&fmt=webp&format=webp&w=640&dpr=1.0
1728738783-43,https://www.prothomalo.com/entertainment,রেখা ও তাঁর প্রেমিকেরা,https://www.prothomalo.com/entertainment/bollywood/bt8oo35wb6,রেখা ও তাঁর প্রেমিকেরা,,
1728738785-44,https://www.prothomalo.com/entertainment,"রতন টাটার চরিত্রে অভিনয় করেছিলেন, চেনেন এই অভিনেতাকে",https://www.prothomalo.com/entertainment/bollywood/s2ug24w42y,"রতন টাটার চরিত্রে অভিনয় করেছিলেন, চেনেন এই অভিনেতাকে",,
1728738785-45,https://www.prothomalo.com/entertainment,"রতন টাটার চরিত্রে অভিনয় করেছিলেন, চেনেন এই অভিনেতাকে",https://www.prothomalo.com/entertainment/bollywood/s2ug24w42y,,"রতন টাটার বায়োপিক এখনো নির্মিত হয়নি। গত বুধবার রাতে ভারতের এই শীর্ষস্থানীয় শিল্পপতির প্রয়াণের পর থেকেই তাঁকে নিয়ে সিনেমা নির্মাণের কথা শোনা যাচ্ছে। রতন টাটার চরিত্রে সুরিয়া, মাধবন বা অভিষেক বচ্চন অভিনয় করবেন—এমন গুঞ্জন শোনা গেছে। তবে অন্য একটি ছবিতে রতন টাটার চরিত্রে অভিনয় করেছিলেন এক অভিনেতা। কে তিনি? জেনে নেওয়া যাক দ্য হিন্দু অবলম্বনে।",
1728738785-46,https://www.prothomalo.com/entertainment,"রতন টাটার চরিত্রে অভিনয় করেছিলেন, চেনেন এই অভিনেতাকে",https://www.prothomalo.com/entertainment/bollywood/s2ug24w42y,,তিনি ছাড়া আর কোনো অভিনেতাই রতন টাটার চরিত্রে অভিনয় করেননি বড় পর্দায়। সেই অভিনেতার নাম বোমান ইরানি।,
1728738785-47,https://www.prothomalo.com/entertainment,"রতন টাটার চরিত্রে অভিনয় করেছিলেন, চেনেন এই অভিনেতাকে",https://www.prothomalo.com/entertainment/bollywood/s2ug24w42y,,ছবিটি ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদির বায়োপিক। মোদির চরিত্রে অভিনয় করেছিলেন বিবেক ওবেরয়।,
1728738785-48,https://www.prothomalo.com/entertainment,"রতন টাটার চরিত্রে অভিনয় করেছিলেন, চেনেন এই অভিনেতাকে",https://www.prothomalo.com/entertainment/bollywood/s2ug24w42y,,২০১৯ সালের ২৪ মে মুক্তি পায় ছবিটি। পরিচালক ছিলেন ‘মেরি কম’ ছবির নির্দেশক ওমুঙ্গ কুমার। ছবিতে রতন টাটার চরিত্রে অভিনয় করে আবেগপ্রবণ হয়ে পড়েছিলেন বোমান। রতন টাটার সঙ্গে তাঁর চেহারার সাদৃশ্য নিয়ে কথাও বলেছিলেন সামাজিক যোগাযোগমাধ্যমে।,
1728738785-49,https://www.prothomalo.com/entertainment,"রতন টাটার চরিত্রে অভিনয় করেছিলেন, চেনেন এই অভিনেতাকে",https://www.prothomalo.com/entertainment/bollywood/s2ug24w42y,,"জানিয়েছিলেন, রতন টাটার চরিত্রে বরাবরই অভিনয় করার ইচ্ছা ছিল তাঁর। এর ফলে ওমুঙ্গ ও টিমের বাকিরা যখন তাঁকে অভিনয়ের প্রস্তাব দিয়েছিলেন, ঝটপট রাজি হয়ে গিয়েছিলেন বোমান।",
1728738785-50,https://www.prothomalo.com/entertainment,"রতন টাটার চরিত্রে অভিনয় করেছিলেন, চেনেন এই অভিনেতাকে",https://www.prothomalo.com/entertainment/bollywood/s2ug24w42y,,"বলেছিলেন, ‘ওমুঙ্গ ও বাকিরা ছবির জন্য দারুণ কাজ করছেন। আমার সিনগুলো আহমেদাবাদে শুট করা হয়েছিল।’",
1728738785-51,https://www.prothomalo.com/entertainment,"রতন টাটার চরিত্রে অভিনয় করেছিলেন, চেনেন এই অভিনেতাকে",https://www.prothomalo.com/entertainment/bollywood/s2ug24w42y,,,https://images.prothomalo.com/prothomalo-bangla%2F2024-10-12%2Fvpv4go3r%2FRatan-Tata-in-Los-Angeles.webp?rect=42%2C0%2C675%2C450&auto=format%2Ccompress&fmt=webp&format=webp&w=640&dpr=1.0
1728738787-52,https://www.prothomalo.com/entertainment,"আসছে আরিয়ানের প্রথম সিনেমা, নায়ক সিয়াম",https://www.prothomalo.com/entertainment/dhallywood/26qkoh7bx9,"আসছে আরিয়ানের প্রথম সিনেমা, নায়ক সিয়াম",,
1728738787-53,https://www.prothomalo.com/entertainment,"আসছে আরিয়ানের প্রথম সিনেমা, নায়ক সিয়াম",https://www.prothomalo.com/entertainment/dhallywood/26qkoh7bx9,,"ছোট পর্দার জনপ্রিয় নির্মাতা মিজানুর রহমান আরিয়ান আগেই জানিয়েছিলেন, তিনি সিনেমা নির্মাণের প্রস্তুতি নিচ্ছেন। অবশেষে জানা গেল, তাঁর প্রথম সিনেমার খবর। নির্মাতা আনুষ্ঠানিকভাবে নিশ্চিত না করলেও জানা গেছে, আগামী বছর পবিত্র ঈদুল আজহায় নিজের প্রথম সিনেমা নিয়ে আসছেন। নাম ঠিক না হওয়া এ ছবিতে নায়ক হিসেবে থাকবেন সিয়াম আহমেদ।",
1728738787-54,https://www.prothomalo.com/entertainment,"আসছে আরিয়ানের প্রথম সিনেমা, নায়ক সিয়াম",https://www.prothomalo.com/entertainment/dhallywood/26qkoh7bx9,,"দ্য ডেইলি স্টার জানিয়েছে, বাংলাদেশ ও বিদেশে হবে ছবিটির শুটিং। এখন ছবি নির্মাণের প্রাক্‌–প্রস্তুতি চলছে। গুঞ্জন আছে, এ ছবিতে সিয়ামের বিপরীতে দেখা যাবে ছোট পর্দার জনপ্রিয় এক অভিনেত্রীকে। তবে তিনি কে, সেটা জানা যায়নি।",
1728738787-55,https://www.prothomalo.com/entertainment,"আসছে আরিয়ানের প্রথম সিনেমা, নায়ক সিয়াম",https://www.prothomalo.com/entertainment/dhallywood/26qkoh7bx9,,চরকির জনপ্রিয় ওয়েব ফিল্ম ‘পুনর্মিলনে’ দেখা গেছে মিজানুর রহমান আরিয়ান ও সিয়াম আহমেদ নির্মাতা-অভিনেতা জুটিকে। এবার তাঁদের দেখা যাবে বড় পর্দায়।,
1728738787-56,https://www.prothomalo.com/entertainment,"আসছে আরিয়ানের প্রথম সিনেমা, নায়ক সিয়াম",https://www.prothomalo.com/entertainment/dhallywood/26qkoh7bx9,,"এর আগে নির্মাতা রায়হান রাফী জানিয়েছেন, ২০২৫ সালের পবিত্র ঈদুল ফিতরে শাকিব খানকে নিয়ে তাঁর সিনেমা মুক্তি পাবে।",
1728738787-57,https://www.prothomalo.com/entertainment,"আসছে আরিয়ানের প্রথম সিনেমা, নায়ক সিয়াম",https://www.prothomalo.com/entertainment/dhallywood/26qkoh7bx9,,"তবে সেটা ‘তুফান ২’ নয়। এবার জানা গেল, সেই ঈদের শাকিবের সঙ্গে পর্দায় মুখোমুখি হবেন সিয়ামও।",
1728738787-58,https://www.prothomalo.com/entertainment,"আসছে আরিয়ানের প্রথম সিনেমা, নায়ক সিয়াম",https://www.prothomalo.com/entertainment/dhallywood/26qkoh7bx9,,,https://images.prothomalo.com/prothomalo-bangla%2F2024-10-12%2Fxb26v176%2F34b444bd-95ef-49b3-9c0c-ac40276385c7.jfif?rect=250%2C0%2C1350%2C900&auto=format%2Ccompress&fmt=webp&format=webp&w=640&dpr=1.0
1728738789-59,https://www.prothomalo.com/entertainment,"হুমায়ূন ভাইয়ের দুই চোখের কোনায় পানি, বুকটা হু হু করে উঠল...",https://www.prothomalo.com/entertainment/tv/acditohuqb,"হুমায়ূন ভাইয়ের দুই চোখের কোনায় পানি, বুকটা হু হু করে উঠল...",,
1728738789-60,https://www.prothomalo.com/entertainment,"হুমায়ূন ভাইয়ের দুই চোখের কোনায় পানি, বুকটা হু হু করে উঠল...",https://www.prothomalo.com/entertainment/tv/acditohuqb,,"হুমায়ূন আহমেদের নাটক দিয়ে পরিচিতি পাওয়া। সেই সূত্রেই সম্পর্ক। এরপরে জীবনের দীর্ঘ একটা সময় কেটেছে হুমায়ূন আহমেদের সংস্পর্শে। এখনো নানা উপলক্ষে প্রায়ই প্রিয় মানুষের কথা ভাবেন অভিনেতা ফারুক আহমেদ। এবারও বৃষ্টিতে মনের কোণে একাধিকবার ঘুরেফিরে আসছিল প্রিয় মানুষটি, যা তাঁকে নুহাশপল্লিতে ফিরিয়ে নিয়ে গেল। যেখানে বেশির ভাগ সময় একসঙ্গে প্রিয় মানুষের সান্নিধ্যে কাটিয়েছেন এই অভিনেতা।",
1728738789-61,https://www.prothomalo.com/entertainment,"হুমায়ূন ভাইয়ের দুই চোখের কোনায় পানি, বুকটা হু হু করে উঠল...",https://www.prothomalo.com/entertainment/tv/acditohuqb,,"অভিনেতা ফারুক আহমেদ ফেসবুকে লিখেছেন, বৃষ্টি হলেই হুমায়ূন আহমেদের কথা বেশি মনে পড়ে। তুমুল বৃষ্টি তিনি অসম্ভব ভালোবাসতেন। এককথায় তিনি ছিলেন বৃষ্টিবিলাসী মানুষ। তাঁর সঙ্গে কাটানো কোনো সময়ের কথাটা এখন বেশি মনে পরে? এমন প্রশ্নে এই অভিনেতা জানালেন, শেষ বছরটি। হুমায়ূন আহমেদ কর্কট রোগে আক্রান্ত। আমেরিকায় কয়েকটি কেমোথেরাপি নিয়েছেন। পরে তিনি দেশে এসে ১৫ দিনের নুহাশপল্লিতে ছুটে যান।",
1728738789-62,https://www.prothomalo.com/entertainment,"হুমায়ূন ভাইয়ের দুই চোখের কোনায় পানি, বুকটা হু হু করে উঠল...",https://www.prothomalo.com/entertainment/tv/acditohuqb,,"ফারুক আহমেদ বলেন, ‘আমি হুমায়ূন ভাইকে দেখতে নুহাশপল্লি যাব। এর মধ্যে নুহাশপল্লি থেকে ফোন এল হুমায়ূন ভাই নতুন নাটক নির্মাণ করবেন। আমি অবাক। একজন মানুষ কর্কট রোগে আক্রান্ত অথচ কী তাঁর প্রাণশক্তি। পরদিন সকালবেলা আমি ছুটে গেলাম নুহাশপল্লি। গিয়ে দেখি হুমায়ূন ভাই ড্রয়িংরুমে বসে অনেকের সঙ্গে নাশতা করছেন।’
এই অভিনেতা ভেবেছিলেন প্রিয় ব্যক্তিকে বিছানায় শুয়ে থাকতে দেখবেন। কিন্তু না। হুমায়ূন আহমেদকে দেখে আগের মতোই মনে হয়েছিল। স্বাভাবিকভাবেই তাঁকে দেখে ডাকলেন। নাশতা করতে বললেন। ‘আমি তাঁর কথায় বিস্মিত। একজন অসুস্থ মানুষ, কিন্তু দেখে বোঝার উপায় নাই। আমি নাশতা খেতে তাঁর পাশে বসলাম। তিনি এক টুকরা আম নিয়ে চুষতে লাগলেন। তারপর আমেরিকার গল্প শুরু করলেন। ট্রিটমেন্টের সময় আমেরিকার ডাক্তারদের সঙ্গে কী কী মজার ঘটনা ঘটেছে, সেই সব গল্প।’ -বলেন ফারুক আহমেদ।
এরপরে শুরু হলো নাটক নিয়ে কথাবার্তা। এই অভিনেতা জানান, হুমায়ূন আহমেদ তাঁকে জানালেন, ‘পিপীলিকা’ নামে একটি নাটক বানাবেন। কাল থেকেই শুটিং। সঙ্গে সঙ্গে রাজি হয়ে যান ফারুক আহমেদ।",
1728738789-63,https://www.prothomalo.com/entertainment,"হুমায়ূন ভাইয়ের দুই চোখের কোনায় পানি, বুকটা হু হু করে উঠল...",https://www.prothomalo.com/entertainment/tv/acditohuqb,,"পরদিন থেকে নাটকের শুটিং শুরু হলো। শুটিংয়ের সেই আগের মতোই আড্ডা জমে উঠল। আগের মতোই মুগ্ধ শ্রোতা হয়ে কথাগুলো শুনছিলেন ফারুক আহমেদ। ‘হুমায়ূন ভাইয়ের গল্প বলার ঢং ঠিক আগের মতো। এক মুহূর্তের জন্য মনে হয় না তিনি এক কঠিন রোগে আক্রান্ত।’ বলেন ফারুক আহমেদ।
এরপরে শুটিং শেষ হয়। হুমায়ূন আহমেদ তাঁর প্রিয় লিচুগাছের নিচে বসে, গাছের দিকে তাকিয়ে আছেন। ডালে ডালে পাকা লিচু ঝুলছে। পাশে বসে আছেন ফারুক। তাঁকে হুমায়ূন আহমেদ বলেন, ‘নুহাশপল্লির কেয়ারটেকার মোশারফকে ডাকতে। এরপরে যেন সেই আগের মতোই নানা মজার ঘটনার জন্ম দেন এই লেখক ও পরিচালক।
ফারুক আহমেদ জানান, হুমায়ূন আহমেদ সেই মোশারফকে, গ্রামের ছোট ছোট ছেলেমেয়েদের তাঁর কাছে নিয়ে আসার কথা বলেন। সময় দেন ২৫ মিনিট। ‘আমি হুমায়ূন ভাইয়ের পাশে চুপ চাপ বসে রইলাম। হুমায়ূন ভাই একসময় কথা শুরু করলেন, “কি আশ্চর্য তাই না ফারুক! এই যে প্রকৃতি, জোছনা, বৃষ্টি, নদী কী সুন্দর! একদিন হয়তো আমি এসব আর দেখতে পারব না। একুশের বই মেলা হবে। লোকেদের ভিড়, আড্ডা আমি সেখানে থাকব না। এটা কি মেনে নেওয়া যায়! হায়রে জীবন! আমি কিছু না বলে মূর্তির মতো বসে রইলাম। এক সময় লক্ষ করি হুমায়ূন ভাইয়ের দুই চোখের কোনায় পানি, আমার বুকটা তখন হু হু করে উঠল। কিছু বলতে পারলাম না।’
কিন্তু শিশু কিশোরদের আনতে দেরি হয়ে যায়। তারপরও গেটের দিকে তাকিয়ে থাকেন হুমায়ূন আহমেদ। একসময় নুহাশপল্লির গেট দিয়ে ১২-১৪ জন ছেলেমেয়ে প্রবেশ করে। এই শিশুদের সঙ্গে কুশল বিনিময় করলেন লেখক। সবাইকে অবাক করে হুমায়ূন আহমেদ শিশুদের কাছে জানতে চান, শিশুরা কে কে গাছে উঠতে পারে। প্রায় সবাই হাত তুলে সায় দিল।",
1728738789-64,https://www.prothomalo.com/entertainment,"হুমায়ূন ভাইয়ের দুই চোখের কোনায় পানি, বুকটা হু হু করে উঠল...",https://www.prothomalo.com/entertainment/tv/acditohuqb,,"ফারুক আহমেদ বলেন, ‘সেদিন দেরি না করে, তখনই হুমায়ূন ভাই শিশুদের বললেন, “তোমরা এই লিচু গাছে উঠবে। তারপর যত পারো লিচু খাবে। আমি ওয়ান, টু, থ্রি বলব তোমারা লিচুগাছে ওঠা শুরু করবে। ঠিক আছে?” তিন বলতেই শিশুরা মাঝারি সাইজের লিচুগাছে উঠে লিচু খাওয়া শুরু করল। হুমায়ূন ভাই অবাক হয়ে শিশুদের লিচু খাওয়া দেখতে লাগলেন। গাছের পাকা লিচু তারা খাচ্ছে আর হইচই করছে। কেউ আবার পকেটে ভরছে। যে কয়জন গাছে উঠতে পারে না তাদের জন্য নিচে ফেলছে। সে এক অভূতপূর্ব দৃশ্য।’
সবশেষে ফারুক আহমেদ আরও বলেন, ‘সেদিন হুমায়ূন ভাই এক সময় আমাকে বললেন, “এমন সুন্দর দৃশ্য তুমি কখন দেখেছ? এমন ভালো লাগার অনুভূতি কি অন্য কোনো ভাবে পাওয়া যায়?”’
আমি কি বলব বুঝতে পারছিলাম না। হঠাৎ বললাম, না ভাই এমন ভালো লাগার অনুভূতি কোনোভাবেই পাওয়া যায় না। হুমায়ূন ভাই আমার দিকে তাকিয়ে বললেন, ‘শোন ফারুক একে বলে আকাশ সমান ভালো লাগা। একে বলে আকাশছোঁয়া ভালোবাসা।’",
1728738792-65,https://www.prothomalo.com/entertainment,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,https://www.prothomalo.com/entertainment/bollywood/vo3oe0dzkz,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,,
1728738792-66,https://www.prothomalo.com/entertainment,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,https://www.prothomalo.com/entertainment/bollywood/vo3oe0dzkz,,"একের পর এক ফ্লপ আর দুর্বল অভিনয়ের কারণে বারবার সমালোচিত হয়েছেন অভিনেত্রী। তবে গত বছর থেকে ঘুরে দাঁড়িয়েছেন তিনি, পরপর প্রশংসিত দুই সিনেমায় দেখা গেছে তাঁকে। অবস্থাদৃষ্টে মনে হচ্ছে, অনন্যা অবশেষে পথ খুঁজে পেয়েছেন। ‘গেহরেইয়া’,  ‘খো গায়ে হাম কাহা’র পর সম্প্রতি নেটফ্লিক্সে মুক্তি পাওয়া বিক্রমাদিত্য মোতওয়ানের ছবি ‘কন্ট্রোল’ দিয়ে আলোচিত হয়েছেন তিনি।",
1728738792-67,https://www.prothomalo.com/entertainment,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,https://www.prothomalo.com/entertainment/bollywood/vo3oe0dzkz,,"এর আগে মুক্তি পেয়েছে তাঁর প্রথম সিরিজ ‘কল মি বে’। করণ জোহর প্রযোজিত সিরিজটি মুক্তির আগে অভিনেত্রী জানিয়েছেন, আপাতত মাথা নিচু করে কাজ করে যেতে চান তিনি।",
1728738792-68,https://www.prothomalo.com/entertainment,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,https://www.prothomalo.com/entertainment/bollywood/vo3oe0dzkz,,অনন্যা পান্ডে এবার ওয়েব সিরিজের দুনিয়ায় পা রেখেছেন। অ্যামাজন প্রাইমের ‘কল মি বে’ সিরিজে দেখা যাবে তাঁকে।,
1728738792-69,https://www.prothomalo.com/entertainment,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,https://www.prothomalo.com/entertainment/bollywood/vo3oe0dzkz,,করণ জোহর এই সিরিজের প্রযোজনার দায়িত্ব নিয়েছেন। ‘কল মি বে’র ট্রেলার মুক্তির অনুষ্ঠানে অনন্যা তাঁর অভিনীত চরিত্রের নানান বিষয় খোলাসা করেছেন।,
1728738792-70,https://www.prothomalo.com/entertainment,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,https://www.prothomalo.com/entertainment/bollywood/vo3oe0dzkz,,‘কল মি বে’ সিরিজে অনন্যা দিল্লির এক অভিজাত পরিবারের মেয়ের চরিত্রে অভিনয় করেছেন। যাকে ভাগ্যচক্রে মেয়েটি মুম্বাইয়ে এসে এক সাধারণ মধ্যবিত্তের মতো জীবন অতিবাহিত করতে হয়।,
1728738792-71,https://www.prothomalo.com/entertainment,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,https://www.prothomalo.com/entertainment/bollywood/vo3oe0dzkz,,"সিরিজটি নিয়ে তিনি বলেন, ‘একজন অভিনয়শিল্পী হিসেবে “বে”র মতো বহু স্তরের চরিত্রে অভিনয় করা সত্যি রোমাঞ্চকর।’",
1728738792-72,https://www.prothomalo.com/entertainment,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,https://www.prothomalo.com/entertainment/bollywood/vo3oe0dzkz,,"সাক্ষাৎকারে অনন্যা কথা বলেন তাঁর সংগ্রাম নিয়ে। অভিনেত্রী বলেন, ‘আমি ক্যারিয়ারে সুযোগ পেতে কোনো সংগ্রাম করিনি। শুধু ভালো কাজ করে যাচ্ছি। আমি চাই, মাথা নিচু করে নিজের কাজ করে যেতে। দর্শক যাতে আমার কাজ পছন্দ করেন।’",
1728738792-73,https://www.prothomalo.com/entertainment,মাথা নিচু করে কাজ করে যেতে যান অনন্যা,https://www.prothomalo.com/entertainment/bollywood/vo3oe0dzkz,,,https://images.prothomalo.com/prothomalo-bangla%2F2024-10-12%2F6ifxv59u%2Fananyapanday17274442103466375736610700565270440636.jpg?rect=47%2C0%2C912%2C608&auto=format%2Ccompress&fmt=webp&format=webp&w=640&dpr=1.0
1728738794-74,https://www.prothomalo.com/entertainment,মাত্র ২৭ বছরে শেষ হয় হ্যাপির জীবনযাত্রা,https://www.prothomalo.com/entertainment/song/5s5q6i57iu,মাত্র ২৭ বছরে শেষ হয় হ্যাপির জীবনযাত্রা,,
1728738794-75,https://www.prothomalo.com/entertainment,মাত্র ২৭ বছরে শেষ হয় হ্যাপির জীবনযাত্রা,https://www.prothomalo.com/entertainment/song/5s5q6i57iu,,"জিমি হেনড্রিক্স, কার্ট কোবেইন, ব্রায়ান জোন্স, জ্যানিস জপলিন, অমর সিং চমকিলাসহ ৭০ জনের বেশি সংগীতশিল্পী, অভিনয়শিল্পী ও কবি। তাঁদের মধ্যে সংগীতশিল্পীই বেশি; যাঁদের অপার সম্ভাবনা ছিল। তাঁদের বলা হয় ‘ক্লাব টোয়েন্টি সেভেন’-এর সদস্য। চাইলেই এই ক্লাবের সদস্য হওয়া যায় না, মৃত্যুর সুপারিশ লাগে। যে সুপারিশ পেয়েছিলেন আমাদের সংগীতজগতের ক্ষণজন্মা প্রতিভা হ্যাপি আখান্দ। মাত্র ২৭ বছর বয়সেই শেষ হয় তাঁর জীবনযাত্রা। তিনিও ‘ক্লাব টোয়েন্টি সেভেন’–এর অলিখিত সদস্য। উইকিপিডিয়ার তথ্যে এই ক্লাবের তালিকায় তাঁর নাম নেই বটে; তবে ভক্তরা তাঁকে এই ক্লাবের সদস্য হিসেবে বিবেচনা করেন। আমাদের সংগীতজগতের তিনি দীর্ঘশ্বাস।",
1728738794-76,https://www.prothomalo.com/entertainment,মাত্র ২৭ বছরে শেষ হয় হ্যাপির জীবনযাত্রা,https://www.prothomalo.com/entertainment/song/5s5q6i57iu,,আজ ১২ অক্টোবর তাঁর জন্মদিন। চলে না গেলে গানে গানে ৬৩ পেরিয়ে ৬৪-তে পড়তেন। ১৯৬০ সালের ১২ অক্টোবর পুরান ঢাকার পাতলা খান লেনের আখান্দ্‌ পরিবারে জন্মেছিলেন হ্যাপি। কেতাবি নাম জিয়া হাসান আখান্দ্‌। তাঁদের পূর্বপুরুষ ছিলেন পারসি আর তাঁদের মূল পদবি ছিল আখান্দ্‌জাদে।,
1728738794-77,https://www.prothomalo.com/entertainment,মাত্র ২৭ বছরে শেষ হয় হ্যাপির জীবনযাত্রা,https://www.prothomalo.com/entertainment/song/5s5q6i57iu,,"লেখার শুরুতেই পাঠকদের জন্য একটা প্রশ্ন। আনাচে-কানাচে সংগীতের আসরে বাংলাদেশের কোন গানটি সবচেয়ে বেশি গীত হয়? অনেক গানের কথাই হয়তো আসবে। তবে এটা নিশ্চিত করেই বলা যায়, যে গানের কথা বেশি আসবে, সেটি ‘আবার এল যে সন্ধ্যা’। প্রজন্ম থেকে প্রজন্ম গাওয়া হয়ে আসছে এই গান। শিক্ষাপ্রতিষ্ঠানের বার্ষিকী থেকে শুরু করে পারিবারিক আয়োজন—বিয়ে, গায়েহলুদের আসর, বনভোজনসহ সব ধরনের আড়ম্বর-অনাড়ম্বর আয়োজনেই শোনা যায় ‘আবার এল যে সন্ধ্যা’। এই ডিজিটাল যুগেও এতটুকু কমেনি এই গানের কদর। এই প্রজন্মের শ্রোতারা গানটি জানেন, তবে হয়তো অনেকেই জানেন না গানটির মূল শিল্পীর নাম। ১৯৭৫ সালে ‘আবার এল যে সন্ধ্যা’ দিয়েই আলোচনায় আসেন হ্যাপি আখান্দ্।",
1728738794-78,https://www.prothomalo.com/entertainment,মাত্র ২৭ বছরে শেষ হয় হ্যাপির জীবনযাত্রা,https://www.prothomalo.com/entertainment/song/5s5q6i57iu,,"প্রয়াত ব্যান্ড তারকা আইয়ুব বাচ্চুর মুখে হ্যাপি আখান্দের অনেক গল্প শোনা হয়েছে। একটা কথা প্রায়ই বলতেন তিনি, বাংলাদেশের ব্যান্ড সংগীতে প্রথম ধাক্কা ছিল হ্যাপীর চলে যাওয়া, হ্যাপীর চলে যাওয়া সংগীতাঙ্গনের অনেক বড় ক্ষতি। তাঁর শূন্যতা কখনো পূরণ হবে না।",
1728738794-79,https://www.prothomalo.com/entertainment,মাত্র ২৭ বছরে শেষ হয় হ্যাপির জীবনযাত্রা,https://www.prothomalo.com/entertainment/song/5s5q6i57iu,,"তবু বাস্তবতা মেনে নিয়েই ফিডব্যাকের গানের কথাই বলতে হয়, শিল্পীর মৃত্যু নেই। হ্যাপি আখান্দের মৃত্যু নেই। আসলেই তো শিল্পীর মৃত্যু নেই। যেমন আজ বহুজনের স্মৃতিতে ফিরে এসেছেন হ্যাপি।",
1728738794-80,https://www.prothomalo.com/entertainment,মাত্র ২৭ বছরে শেষ হয় হ্যাপির জীবনযাত্রা,https://www.prothomalo.com/entertainment/song/5s5q6i57iu,,"ফেসবুকে তাঁকে নিয়ে অনেকেই নানা কথা লিখছেন। তাঁর অনেক অনুরাগী মনে করেন, বাংলা গানের নতুন পথের দিশারি তিনি। কেউ এমনও লিখেছেন, প্রতিভা, এমনকি তার চেয়েও বড় কোনো শব্দ দিয়ে যদি ব্যাখ্যা করা যায়, তবে হ্যাপি আখান্দ্ তা-ই। কথাটা আবেগের, তবে বিশ্লেষণ করে প্রমাণের কোনো প্রয়োজন আছে বলে মনে হয় না। অনুজ বা অগ্রজ শিল্পীদের কাছেই তাঁর গল্প শোনা হয়েছে নানা সময়ে। ‘ঘুড্ডি’ ছবির ‘কে বাঁশি বাজায় রে’র দৃশ্য ছাড়া তাঁর তেমন কোনো ভিডিও পাওয়া যায় না। মেলে না খুব বেশি ছবিও। এসবের ধারও ধারতেন না হ্যাপিরা। গানটাই ছিল তাঁদের কাছে মুখ্য। যেখানে যেতেন, গান নিয়েই যেতেন, থাকতেন গান নিয়ে।",
